Region,Soil_Type,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Climate,Days_to_Harvest,Crop,Rotation_Crop,Yield_tons_per_hectare
South,Loam,1758.8530028668904,26.424219119607315,1,Rainy,97,Rice,Green Gram,8.552524388903935
West,Clay,402.8743853721217,10.44529907350579,1,Sunny,189,Wheat,Soybean,5.35022148657186
North,Sandy Loam,641.3868113555668,28.95640760791126,1,Sunny,131,Soybean,Maize,5.780302228184853
North,Silt,740.8445850418194,25.053700028084712,1,Sunny,90,Maize,Cowpea,8.921323465939885
East,Loam,688.3605877982995,29.84669694259381,1,Rainy,119,Soybean,Wheat,5.430952506843603
West,Sandy Loam,1004.8874039363768,25.259845377315337,1,Sunny,175,Cotton,Wheat,7.160288626232861
West,Clay,565.8638753225379,19.083658815128842,1,Sunny,129,Barley,Mustard,4.6729443609763175
North,Clay,1991.8543786334574,25.279290511176015,1,Rainy,162,Rice,Mustard,7.971819313084744
West,Loam,473.1120055275444,12.799442669847375,1,Sunny,146,Wheat,Pea,4.947407366572962
West,Loam,646.3271570168287,12.823477566604634,1,Sunny,190,Wheat,Mustard,4.9814445820526405
West,Sandy Loam,1099.7856342677921,33.135025111775526,1,Sunny,152,Cotton,Green Gram,7.173828899063142
East,Black Soil,685.7149040082616,30.949483948227893,1,Sunny,151,Cotton,Groundnut,6.192814757388161
North,Sandy Loam,341.5182943152944,18.89899351292101,1,Sunny,142,Barley,Chickpea,3.895342467746494
West,Loam,755.0813368193174,11.11672782422704,1,Sunny,130,Wheat,Soybean,5.281434929732461
South,Loam,490.3289006238891,14.449568306468661,1,Sunny,126,Barley,Pea,3.10205253376951
East,Clay,649.7124866520978,21.543310307616093,1,Sunny,120,Wheat,Chickpea,5.5975473927825545
East,Sandy Loam,652.0200231860496,31.569447299460958,1,Sunny,175,Cotton,Groundnut,7.114376771413576
West,Sandy Loam,533.4902888949775,17.346697992909643,1,Sunny,158,Barley,Pea,3.966090249989123
North,Loam,600.1349471307126,12.624146452203112,1,Sunny,173,Wheat,Mustard,5.146835665723883
North,Clay,652.1850783287516,13.774430736175223,1,Sunny,132,Barley,Pea,4.055830996711728
North,Sandy Loam,669.1720250810143,21.650214848329643,1,Sunny,173,Barley,Pea,4.445856771214446
East,Sand,752.4948877127707,23.711525938195262,1,Sunny,108,Maize,Sweet Potato,8.950981888744662
West,Sandy Loam,926.2981446353514,30.346199166159714,1,Sunny,163,Cotton,Groundnut,6.948308330468529
North,Clay,580.244022839406,25.81773941132581,1,Rainy,129,Soybean,Sorghum,6.534105909977477
South,Sand,741.316726087631,23.666082789598924,1,Sunny,110,Maize,Sweet Potato,8.730299225211692
East,Clay,897.4350602973643,27.541093361033212,1,Sunny,121,Soybean,Maize,5.490394102786851
South,Loam,314.84001793396345,24.150344050254617,1,Sunny,204,Wheat,Pea,4.86133555898582
South,Loam,1985.787711925232,25.044467189390666,1,Rainy,134,Rice,Mustard,7.2085304123431095
East,Black Soil,834.637467455485,26.097108595757636,1,Sunny,175,Cotton,Soybean,7.181672647572264
North,Silt,736.3650447224295,20.76619972352392,1,Sunny,114,Maize,Groundnut,9.9012830859216
South,Loam,794.4369557286232,11.60640451493665,1,Sunny,173,Wheat,Soybean,5.189989202717398
South,Loam,519.9873595129218,10.137210564633657,1,Sunny,205,Wheat,Pea,5.3626904097437205
East,Clay,638.7692978862633,21.10601363006767,1,Sunny,179,Barley,Chickpea,3.885540322089092
North,Clay,620.257726463293,22.117212142091013,1,Sunny,106,Soybean,Sorghum,6.012003750759343
South,Silt,687.0678558853556,25.119826162196663,1,Sunny,108,Maize,Groundnut,8.834807248446992
South,Silt,1740.4252520578075,28.38032313995467,1,Rainy,162,Rice,Chickpea,7.284934202088348
North,Loam,588.7484776387815,13.727305439657007,1,Sunny,160,Wheat,Mustard,4.862634626601908
East,Sandy Loam,642.0021381969015,22.587034130508933,1,Sunny,112,Soybean,Barley,6.363581955215018
South,Clay,1735.51330808424,21.91917291854537,1,Rainy,113,Rice,Mustard,7.780752114736336
South,Loam,1061.1501508100155,33.28683758708124,1,Sunny,154,Cotton,Soybean,6.669595846128169
West,Clay,346.2334326299042,16.708547389811606,1,Sunny,161,Wheat,Mustard,4.44278373853072
North,Loam,333.4006735367587,14.25735452277987,1,Sunny,130,Wheat,Mustard,5.0283093224538575
North,Loam,781.7323104137531,18.215338504073035,1,Sunny,102,Maize,Potato,8.581862099597583
South,Black Soil,1100.9604502853297,33.57366347819644,1,Sunny,178,Cotton,Wheat,6.12299344260035
West,Loam,671.0519843050722,18.218245930737503,1,Sunny,187,Wheat,Chickpea,5.160625672425346
East,Clay,633.0106869062289,17.435763884714305,1,Sunny,148,Wheat,Mustard,5.603033601151204
West,Loam,360.9490662764225,16.171108890859536,1,Sunny,147,Barley,Pea,4.032901378854289
East,Loam,650.125022006025,20.642886315338302,1,Sunny,104,Soybean,Wheat,6.373138594100794
East,Loam,608.6293330142112,21.15410968751798,1,Sunny,119,Maize,Sweet Potato,8.80737381000682
West,Sandy Loam,523.8252100853974,15.65174679882354,1,Sunny,164,Barley,Pea,3.848635824600562
North,Loam,633.5295120287763,20.72991820027907,1,Sunny,106,Maize,Soybean,8.955456368035996
West,Loam,1140.935478418046,27.84999255673688,1,Sunny,173,Cotton,Wheat,6.278017326405853
West,Loam,500.0025296633913,20.273073799589078,1,Sunny,92,Maize,Cowpea,9.070257004288138
North,Loam,785.8098603214518,20.531351065242394,1,Rainy,93,Soybean,Maize,5.796055042939437
West,Loam,1999.7177229961974,26.887678450958063,1,Rainy,179,Rice,Mustard,7.884146132126295
South,Black Soil,873.6236272273457,29.529715871907335,1,Sunny,175,Cotton,Green Gram,6.742679968066585
South,Clay,816.3617879268738,17.316263520104663,1,Sunny,150,Wheat,Chickpea,5.831848124502002
West,Clay,822.3184851932888,26.49169915143024,1,Sunny,149,Soybean,Wheat,5.441112766348061
North,Black Soil,945.8052421470258,34.033728674632556,1,Sunny,176,Cotton,Green Gram,6.791181113191585
East,Sand,557.1775994226717,22.804517847464798,1,Sunny,95,Maize,Cowpea,9.010126380000283
West,Clay,878.412497649,24.378190089093483,1,Sunny,142,Soybean,Maize,6.064530439188935
West,Sand,547.3432023634748,26.836553949840166,1,Sunny,105,Maize,Potato,9.778965602127677
East,Silt,644.5605534098113,18.422448246455893,1,Sunny,102,Maize,Soybean,9.440435865223119
North,Clay,854.5686224312794,10.037007907362765,1,Sunny,123,Wheat,Soybean,4.515427550385925
West,Sand,598.0522812120954,26.779247752300883,1,Sunny,90,Maize,Soybean,9.323190648934744
East,Clay,428.850198535716,17.66593452490445,1,Sunny,171,Barley,Chickpea,3.7494535823803528
West,Silt,1814.806856302937,20.56089892093339,1,Rainy,125,Rice,Chickpea,8.375841955605608
South,Loam,836.0625982088432,26.163163464526395,1,Sunny,179,Cotton,Soybean,6.264445491697376
West,Loam,746.6366652164793,23.733987056249624,1,Rainy,98,Soybean,Barley,6.539361999842994
South,Loam,560.683549199241,18.42844186814293,1,Sunny,110,Maize,Sweet Potato,8.565415997803749
East,Loam,748.4836446726854,27.58950753912258,1,Sunny,92,Soybean,Maize,6.755670342573188
South,Clay,868.4647413254675,22.412022023698338,1,Rainy,145,Soybean,Sorghum,6.699347778944128
West,Silt,789.2030248294508,22.943430975589262,1,Sunny,108,Maize,Cowpea,9.662188604604232
East,Sandy Loam,692.4701888133598,31.355419893793226,1,Sunny,171,Cotton,Groundnut,6.510562131196977
North,Sandy Loam,741.6348396995829,30.800536591040608,1,Sunny,168,Cotton,Soybean,6.794655144761814
North,Clay,723.474693412767,26.130720298820464,1,Sunny,109,Soybean,Barley,6.049075638767563
North,Clay,471.3120450391109,19.467211141266976,1,Sunny,165,Wheat,Pea,4.637850257221333
East,Silt,773.737199902525,23.286387065837737,1,Sunny,114,Maize,Sweet Potato,8.550206419899801
East,Sandy Loam,602.0742128873121,15.618161786567986,1,Sunny,179,Barley,Chickpea,4.398571484317932
East,Loam,800.7044016716047,29.52089028387085,1,Rainy,117,Soybean,Maize,6.014196076649888
East,Loam,552.2319541205914,15.038302187196262,1,Sunny,123,Wheat,Pea,4.929877992711569
South,Loam,486.83602501788505,21.746069121831315,1,Sunny,202,Wheat,Mustard,4.900859837960183
East,Clay,638.4359691034983,19.839129244793234,1,Sunny,135,Wheat,Soybean,4.246955490117698
South,Clay,509.21540055660296,14.90675457516626,1,Sunny,131,Wheat,Lentil,4.9512647401514105
South,Sandy Loam,605.4081073691699,28.528996445498983,1,Sunny,145,Soybean,Sorghum,5.957908445971392
West,Sand,693.0700657658092,25.11375632995293,1,Sunny,91,Maize,Cowpea,9.311234188041498
North,Clay,307.439836699132,16.727969888926367,1,Sunny,125,Wheat,Lentil,5.579433579127667
East,Clay,1083.679275623062,31.286351807337272,1,Rainy,120,Rice,Lentil,7.384368592248334
West,Silt,1646.103428092617,28.211919046465994,1,Rainy,157,Rice,Mustard,7.176411933890696
West,Loam,713.7811010568514,20.52686901496282,1,Sunny,96,Maize,Soybean,8.127669202816724
North,Clay,1751.3263048391245,31.240126482271023,1,Rainy,172,Rice,Lentil,7.803767348760487
North,Loam,384.3788004499735,18.38474570071474,1,Sunny,176,Barley,Pea,3.933130360348703
South,Loam,636.3077543282443,24.486474383465854,1,Sunny,146,Wheat,Soybean,5.814395944816946
North,Silt,1481.956394819929,25.85917786223033,1,Rainy,127,Rice,Chickpea,7.792152837210957
West,Loam,477.76172004980424,11.909132763791547,1,Sunny,195,Wheat,Soybean,5.138128317174747
South,Clay,1903.7013103981524,31.26912166651239,1,Rainy,126,Rice,Chickpea,7.82422424087379
East,Sandy Loam,512.4534209390326,12.759698507395346,1,Sunny,146,Barley,Pea,4.730517248883384
South,Loam,896.0545760301027,25.610185126687526,1,Rainy,125,Soybean,Barley,5.705153605716226
West,Sandy Loam,638.1512724891056,33.33522407091876,1,Sunny,160,Cotton,Groundnut,7.750512596849185
West,Black Soil,1166.3471400891422,33.899032356796376,1,Sunny,179,Cotton,Soybean,7.467833973733991
North,Loam,250.98014855076008,18.628694739488267,1,Sunny,150,Barley,Chickpea,3.6579096573381795
North,Sand,530.0762058526147,25.631046380371075,1,Sunny,97,Maize,Soybean,8.498346297029435
East,Sand,542.7676984063597,20.02881489401822,1,Sunny,100,Maize,Potato,9.273875652220937
East,Sandy Loam,261.81346687427873,19.16757873778517,1,Sunny,125,Barley,Lentil,4.095583998869483
North,Silt,1408.9366015639,30.788850436048513,1,Rainy,116,Rice,Mustard,8.742666421765863
South,Clay,560.9248458628156,19.54186197055575,1,Sunny,160,Barley,Chickpea,3.2858978561636176
South,Loam,467.3928865171598,15.068806787365101,1,Sunny,139,Barley,Lentil,4.3656078146095
West,Silt,546.3286299111952,26.287010425570035,1,Sunny,98,Maize,Soybean,9.504354358434165
South,Loam,1802.4950013130508,24.717345795808384,1,Rainy,132,Rice,Green Gram,8.54608209494517
North,Sandy Loam,750.4818882033474,32.219287467036835,1,Sunny,158,Cotton,Soybean,7.267372289850669
East,Sandy Loam,1183.396334029754,30.54980275240893,1,Sunny,157,Cotton,Green Gram,7.189883162180788
West,Clay,490.88485012885474,24.542702895962044,1,Sunny,132,Barley,Mustard,3.9320399146685037
South,Black Soil,646.4992034745961,32.11332085808499,1,Sunny,174,Cotton,Groundnut,7.707582599920061
North,Clay,748.2327151538748,25.53023420226846,1,Sunny,131,Soybean,Sorghum,5.513001767709881
South,Sandy Loam,1168.14911395735,34.72054872939221,1,Sunny,170,Cotton,Groundnut,7.186800110228358
East,Sandy Loam,526.1834747062321,24.366378956976234,1,Rainy,142,Soybean,Sorghum,5.769729974717696
North,Loam,673.3472485040149,19.31603798081582,1,Sunny,177,Wheat,Lentil,5.515667521880253
North,Loam,343.98986516424037,16.851093561705646,1,Sunny,135,Wheat,Mustard,4.8470262487578255
South,Sandy Loam,942.6667998226627,33.065175377799605,1,Sunny,177,Cotton,Wheat,6.725128362801089
North,Sandy Loam,504.421141222271,20.138670714451123,1,Rainy,138,Soybean,Barley,5.8355526127950395
West,Loam,580.7750763149846,25.350278720311778,1,Sunny,95,Maize,Cowpea,9.001476670275949
South,Loam,784.0602696840483,30.766073499221033,1,Sunny,166,Cotton,Green Gram,7.305002854371019
West,Silt,713.887980801352,24.737686291829004,1,Sunny,99,Maize,Soybean,9.080049669011062
West,Clay,337.0748861184153,12.443631299597925,1,Sunny,156,Wheat,Pea,5.750708004774616
South,Loam,1662.5724292897357,25.643239095004866,1,Rainy,148,Rice,Mustard,8.261125790596996
North,Silt,1872.3554223333863,24.337791709654763,1,Rainy,169,Rice,Green Gram,8.346725301803112
North,Silt,1612.3099596634002,23.365403710103145,1,Rainy,96,Rice,Chickpea,7.895316253510544
East,Loam,1230.1997524418912,24.17207459827712,1,Rainy,92,Rice,Mustard,7.843982031173646
East,Sandy Loam,556.978881076835,23.303305283561798,1,Rainy,140,Soybean,Maize,6.8110058712412105
South,Clay,629.6272776739753,22.85959469886985,1,Rainy,91,Soybean,Sorghum,5.861700757054593
North,Loam,738.4578952945477,27.036756158238713,1,Sunny,157,Cotton,Green Gram,6.969881942188125
South,Loam,779.1570843408706,20.5508328187057,1,Sunny,116,Soybean,Wheat,6.302505383731305
East,Clay,1809.948199772139,34.769396192535304,1,Rainy,98,Rice,Mustard,8.766536702983586
South,Loam,322.76119985741104,24.4859782302883,1,Sunny,180,Wheat,Lentil,4.238367000534899
North,Loam,339.26401367586095,15.88584818727611,1,Sunny,200,Wheat,Chickpea,4.637109191202846
West,Silt,657.5116706517106,19.496079225135393,1,Sunny,112,Maize,Potato,8.125117462871694
West,Loam,327.90218134683863,17.589792732088924,1,Sunny,120,Wheat,Lentil,4.521172754792877
East,Loam,886.5374157596102,29.94929484940042,1,Rainy,147,Soybean,Maize,5.486505675211743
West,Clay,497.4823489501059,17.820095098650523,1,Sunny,179,Barley,Mustard,3.6491298190108172
North,Loam,1817.3852013396927,27.74992235093682,1,Rainy,126,Rice,Chickpea,7.956193963623239
South,Loam,527.6363796381163,24.049332039820147,1,Sunny,198,Wheat,Pea,4.226556943860799
West,Silt,547.6136717658558,19.532424166304455,1,Sunny,90,Maize,Sweet Potato,9.297591165277225
East,Clay,694.8857387180731,23.46643515422219,1,Sunny,177,Wheat,Soybean,4.934713746166862
North,Loam,464.14167806539433,15.998767743903102,1,Sunny,136,Wheat,Mustard,5.681084622894594
West,Clay,604.3673102621375,24.827991694742337,1,Sunny,145,Barley,Mustard,4.567573069676508
East,Loam,688.4447482892333,18.018620022909058,1,Sunny,101,Maize,Sweet Potato,9.647636503637019
South,Loam,839.1283339377851,26.431828610283937,1,Sunny,175,Cotton,Green Gram,7.433700246695188
South,Loam,329.5045336902358,18.11469231485182,1,Sunny,124,Barley,Lentil,4.290193388819381
North,Sand,517.850908215173,24.809351929531555,1,Sunny,103,Maize,Potato,9.193404826955929
North,Sandy Loam,703.7484986832247,27.11091121866697,1,Sunny,179,Cotton,Soybean,7.678735085150269
West,Silt,1089.6081311920727,21.70940708250449,1,Rainy,136,Rice,Green Gram,8.149339461661047
North,Sandy Loam,728.5801241647204,27.76091200052723,1,Sunny,153,Cotton,Green Gram,7.539984388196595
West,Sand,686.5865277318262,20.859634989729074,1,Sunny,91,Maize,Sweet Potato,8.651317023489733
South,Loam,677.9594887300628,31.056920829589576,1,Sunny,150,Cotton,Wheat,7.323661589257155
North,Clay,1171.4085903109678,23.869256400432604,1,Rainy,153,Rice,Lentil,7.8615179527007095
South,Silt,1408.9781867788952,31.703251119222237,1,Rainy,100,Rice,Mustard,8.101825387855811
North,Clay,768.7546215920257,14.983360471306359,1,Sunny,171,Wheat,Mustard,4.955179016520878
West,Sandy Loam,296.8309519260824,15.850003429229437,1,Sunny,129,Barley,Chickpea,3.8115544686839407
East,Loam,702.4625886897729,27.01146081210443,1,Sunny,121,Soybean,Barley,6.030886369210654
West,Sandy Loam,329.087381487608,23.69958208245467,1,Sunny,139,Barley,Lentil,4.268332177263172
North,Clay,1073.1970056146733,34.95803136182641,1,Rainy,91,Rice,Green Gram,8.337272587253146
South,Clay,1189.1426327265376,21.993654096289568,1,Rainy,146,Rice,Lentil,8.027753735371073
East,Loam,1205.5993073682025,27.332828357496204,1,Rainy,134,Rice,Chickpea,8.071839866568583
East,Loam,518.1115362475975,23.315094176684802,1,Sunny,120,Soybean,Barley,5.9389300520534185
South,Sandy Loam,808.8117124601556,34.136901735367495,1,Sunny,156,Cotton,Wheat,7.134514652603164
West,Sandy Loam,847.6514062290632,34.71923758624686,1,Sunny,179,Cotton,Green Gram,6.74300748658998
South,Clay,584.8018776550232,24.127173327412933,1,Sunny,156,Barley,Pea,3.8060501866689354
East,Clay,830.5482084543195,17.672652937887975,1,Sunny,169,Wheat,Soybean,4.72851302739331
West,Sandy Loam,331.4895535124906,16.959480811416814,1,Sunny,151,Barley,Lentil,3.2052391534292974
South,Black Soil,1146.5719129764443,31.619766729632197,1,Sunny,168,Cotton,Green Gram,6.586347311283845
South,Clay,1065.0806104011115,25.653904323208067,1,Rainy,101,Rice,Lentil,8.704410846820336
East,Silt,699.1533870949867,18.814612248664467,1,Sunny,107,Maize,Potato,8.831268765671606
East,Clay,471.8833813234007,15.791219994503662,1,Sunny,171,Barley,Mustard,3.4312864314639335
North,Loam,1650.0311898775522,32.800142000197354,1,Rainy,118,Rice,Lentil,7.7889966512612805
North,Loam,1161.7948250201198,32.444431116458524,1,Sunny,176,Cotton,Groundnut,7.481983040518563
North,Black Soil,732.4287759002366,26.92862583318815,1,Sunny,168,Cotton,Soybean,6.975966943850969
East,Sandy Loam,1058.7960371788117,26.465043311608923,1,Sunny,150,Cotton,Groundnut,6.72702616804438
South,Loam,1274.6760958482287,33.53247013094344,1,Rainy,163,Rice,Green Gram,7.928460112968111
North,Sandy Loam,572.9216989388664,18.82895303218717,1,Sunny,148,Barley,Mustard,4.26520795073696
East,Sandy Loam,804.6333609960536,24.82255282720467,1,Sunny,101,Soybean,Barley,5.723892258329102
South,Sandy Loam,1147.2945098258845,32.78633034737635,1,Sunny,169,Cotton,Green Gram,7.181327157249253
East,Loam,818.7085525168725,14.715086625905814,1,Sunny,122,Wheat,Pea,5.605765254059843
West,Black Soil,938.8992754110106,31.89038880634162,1,Sunny,175,Cotton,Wheat,6.8027828309237055
South,Clay,681.152932482218,21.08213055600023,1,Sunny,145,Barley,Mustard,3.3666092677110884
South,Black Soil,913.1688224074472,25.692564183062096,1,Sunny,159,Cotton,Soybean,7.502232436866491
West,Loam,412.7731362818922,16.359941369995383,1,Sunny,165,Barley,Pea,4.327602622264551
South,Loam,532.8198464659486,19.988631393828996,1,Sunny,105,Maize,Soybean,9.41927336810802
South,Clay,360.72557430910445,13.881388536089338,1,Sunny,127,Barley,Mustard,4.5481077212370895
North,Clay,494.0398882590623,15.463818300577262,1,Sunny,202,Wheat,Pea,4.679235782247728
North,Loam,1134.204690011666,31.21717621367661,1,Rainy,99,Rice,Mustard,8.38480462260904
North,Black Soil,801.307057233595,29.502149024700415,1,Sunny,172,Cotton,Green Gram,7.188494050436072
East,Sandy Loam,611.598413634483,12.416973634116381,1,Sunny,155,Barley,Lentil,3.870363650666428
South,Loam,633.5645223207239,28.216983192534528,1,Sunny,118,Soybean,Sorghum,6.077369196400546
South,Sandy Loam,360.65776730154414,24.40899163599316,1,Sunny,173,Barley,Pea,3.5489744624753987
South,Silt,1590.7065334700148,28.02210693506921,1,Rainy,113,Rice,Chickpea,7.816841710324205
North,Clay,565.0971200168983,15.018030781767521,1,Sunny,172,Barley,Pea,3.0877311883539935
South,Silt,643.9266863475125,21.354654714219443,1,Sunny,96,Maize,Soybean,9.060981240267779
West,Loam,667.0637708541861,22.007306130938343,1,Sunny,155,Barley,Lentil,4.023429248114801
North,Sand,715.0997897055686,19.351352679500202,1,Sunny,93,Maize,Sweet Potato,9.209703231975867
West,Clay,731.5807917353093,17.14797035598857,1,Sunny,144,Wheat,Mustard,5.042981047014724
West,Clay,659.4823965936075,26.80084322439923,1,Rainy,105,Soybean,Barley,6.237244184866619
North,Loam,407.8157305655419,23.986355907565827,1,Sunny,123,Wheat,Mustard,4.397075900431064
South,Silt,688.860077530676,26.706929858967555,1,Sunny,119,Maize,Sweet Potato,8.907059146760359
South,Black Soil,1020.96193906083,26.94315380220982,1,Sunny,155,Cotton,Wheat,7.177773735062683
North,Clay,499.07919417447715,12.952704491787774,1,Sunny,198,Wheat,Chickpea,5.752398809718317
East,Sand,610.4315683513064,22.481145700839285,1,Sunny,100,Maize,Groundnut,8.571705358378384
South,Loam,904.6033163495556,25.62895219856397,1,Sunny,156,Cotton,Soybean,6.6829272569826585
South,Loam,798.833296195435,26.728402630723565,1,Sunny,115,Maize,Soybean,8.691094912505317
South,Clay,659.3651000874034,17.00662312434327,1,Sunny,126,Barley,Mustard,3.780652472093783
North,Clay,1840.0810903989645,28.150372062450828,1,Rainy,177,Rice,Mustard,7.812128107644602
North,Loam,535.5588413584333,11.114153899088432,1,Sunny,191,Wheat,Lentil,5.756823966721707
West,Silt,612.191594907146,22.92430634837131,1,Sunny,102,Maize,Cowpea,9.040591938671632
West,Loam,1859.014480540594,25.15366445033009,1,Rainy,131,Rice,Mustard,7.666599503240333
East,Silt,780.1827412036629,25.684757164545935,1,Sunny,117,Maize,Groundnut,9.209107588032717
South,Loam,860.0115370642529,20.344283652240748,1,Rainy,110,Soybean,Maize,5.8288806275197675
East,Clay,723.2406744916378,28.36312411222948,1,Sunny,148,Soybean,Wheat,6.173460588562653
North,Loam,796.0564664688202,28.185712907232663,1,Sunny,134,Soybean,Sorghum,6.23179263381547
West,Sandy Loam,1043.171171143283,30.31071429828884,1,Sunny,169,Cotton,Groundnut,6.200991267179214
South,Loam,535.3577768453976,16.41819164244889,1,Sunny,134,Wheat,Lentil,4.7327463461422425
South,Clay,876.2766726535095,18.616299557885434,1,Sunny,199,Wheat,Lentil,5.618575584132737
West,Silt,1289.3088831420241,34.52028441419669,1,Rainy,96,Rice,Chickpea,7.537648254933747
West,Sandy Loam,334.7059298721257,19.875384774869744,1,Sunny,164,Barley,Pea,4.330238246199357
South,Loam,819.9011774140006,27.917861093867714,1,Sunny,165,Cotton,Groundnut,6.417671084207794
North,Loam,688.9024335040913,21.261031448240775,1,Sunny,99,Soybean,Barley,5.90457305771809
South,Silt,643.3854822694097,25.284539260965143,1,Sunny,116,Maize,Potato,8.324318901566532
East,Clay,1641.5687424797002,20.568530407082136,1,Rainy,133,Rice,Chickpea,8.12870888868228
North,Clay,355.9196847609726,11.519787729447849,1,Sunny,170,Wheat,Mustard,4.580654355872406
North,Loam,631.0553118186077,30.087431173705877,1,Sunny,150,Cotton,Wheat,7.601254164502184
South,Silt,1631.2362696929806,29.597731195951965,1,Rainy,108,Rice,Green Gram,8.864832412494835
North,Loam,788.368782775644,22.185382479227123,1,Sunny,98,Maize,Soybean,9.202782438781359
East,Loam,1440.7029301108,31.27346924004497,1,Rainy,131,Rice,Green Gram,7.443469802724426
West,Loam,428.38839738509205,24.64643866756352,1,Sunny,149,Barley,Pea,3.258371660738161
West,Loam,311.7675466184937,12.019708366210999,1,Sunny,124,Barley,Chickpea,3.7089931009445483
West,Clay,601.9197046698464,14.800654586044637,1,Sunny,120,Barley,Pea,4.388899448690319
South,Loam,307.19368713763896,24.521504896289066,1,Sunny,161,Wheat,Lentil,5.2031002891761435
West,Loam,1827.6917387692906,22.51246830755892,1,Rainy,94,Rice,Lentil,7.487277383442761
South,Clay,303.9869379128454,23.15173826038447,1,Sunny,174,Wheat,Mustard,5.273908792555127
North,Sand,731.5791067073313,24.99401790651192,1,Sunny,104,Maize,Sweet Potato,9.715166407003494
West,Loam,685.2291939690875,20.095945555011788,1,Sunny,172,Wheat,Pea,5.2220247702087415
North,Loam,687.6160135518033,22.24504612374558,1,Sunny,119,Maize,Groundnut,9.379694527454578
South,Loam,666.5577342575409,25.955782084096203,1,Sunny,90,Maize,Cowpea,8.677276313274996
East,Sand,561.1782841456592,18.715393170458075,1,Sunny,116,Maize,Soybean,9.00250992323993
East,Sand,730.9875268654637,18.295038426965657,1,Sunny,95,Maize,Sweet Potato,8.617150288134567
South,Loam,1413.5224146706767,25.51563538406202,1,Rainy,123,Rice,Chickpea,8.4225896996171
North,Loam,911.9399949665121,25.635919200639556,1,Sunny,160,Cotton,Soybean,7.7824503296504295
East,Loam,350.70334745858156,13.425167412031602,1,Sunny,172,Wheat,Mustard,5.257406552364984
South,Loam,850.3247425877604,23.193133287571793,1,Sunny,199,Wheat,Lentil,4.766865739979236
North,Clay,483.2661413567213,21.459064812955674,1,Sunny,178,Barley,Mustard,3.4409822702633774
South,Silt,1099.8873503859184,30.739576763616775,1,Rainy,152,Rice,Green Gram,8.208668133916879
North,Loam,933.1924638320106,33.51463800166019,1,Sunny,174,Cotton,Groundnut,7.459238235867046
East,Loam,338.8987353580236,13.156352196933074,1,Sunny,144,Wheat,Lentil,4.8185772981135715
West,Silt,792.2672797507315,24.09981732516688,1,Sunny,103,Maize,Sweet Potato,8.718387868743509
West,Clay,865.1458823574874,28.90078414194781,1,Rainy,144,Soybean,Barley,5.839456035931294
West,Sand,523.892281747423,19.71292700677415,1,Sunny,93,Maize,Sweet Potato,8.420171331948316
North,Clay,673.8371622693229,21.49666177101732,1,Sunny,181,Wheat,Soybean,4.824099042118831
East,Loam,773.2616082475837,11.559994581370729,1,Sunny,159,Wheat,Lentil,5.120840615054492
South,Clay,567.0245892875221,24.823977847806347,1,Sunny,162,Wheat,Soybean,4.468176853731557
South,Clay,643.8068816216296,21.143897529911442,1,Sunny,145,Barley,Pea,3.9515867681132026
South,Loam,570.9275308734512,14.506894501332363,1,Sunny,173,Wheat,Chickpea,4.8536342126573375
West,Silt,797.0192505398247,18.98563722605675,1,Sunny,108,Maize,Groundnut,9.379896058894271
East,Silt,1356.1487006057246,27.932307591996196,1,Rainy,131,Rice,Chickpea,7.492215951909297
West,Clay,552.6874321785721,15.020601283352343,1,Sunny,151,Wheat,Lentil,4.624915483227576
East,Sandy Loam,663.0250649550117,19.624603908981094,1,Sunny,132,Barley,Lentil,3.328055017777111
North,Loam,977.9229093384564,30.75954912435895,1,Sunny,174,Cotton,Wheat,7.0558151648052
South,Silt,723.6453190937635,23.3785484350397,1,Sunny,119,Maize,Cowpea,9.624614324162186
West,Black Soil,847.2088395773239,28.777319819015823,1,Sunny,162,Cotton,Soybean,6.9029957569294185
North,Clay,274.9648317115274,18.976284098640193,1,Sunny,154,Barley,Pea,4.469827204074487
West,Clay,620.0967026074569,21.348761854844852,1,Sunny,139,Barley,Mustard,4.320253302799599
South,Sandy Loam,467.54278643029494,17.37268325130794,1,Sunny,157,Barley,Pea,3.4815316142244925
South,Loam,358.87962007723945,23.209351637286403,1,Sunny,163,Wheat,Chickpea,5.2411749858919245
South,Clay,1633.3462694818436,29.96292303791204,1,Rainy,162,Rice,Chickpea,7.777397399347938
South,Loam,684.1815300756996,21.87140091463653,1,Sunny,98,Maize,Groundnut,8.395547691398967
East,Sand,544.8527333840168,26.46197545200176,1,Sunny,99,Maize,Potato,8.819813648433058
West,Sandy Loam,571.92334654863,22.98340671919118,1,Rainy,139,Soybean,Maize,5.596830037908891
West,Loam,1163.5323403350358,31.489935887042897,1,Sunny,155,Cotton,Soybean,7.758971024714613
East,Silt,1415.5730434646757,29.60146484879362,1,Rainy,91,Rice,Green Gram,7.438910111086123
South,Loam,886.0447404504546,29.654591887153074,1,Sunny,91,Soybean,Barley,5.580005101454706
North,Sand,612.3455800757147,25.338169202738797,1,Sunny,92,Maize,Cowpea,8.7095843583586
West,Sandy Loam,436.0972832187763,21.281610795075707,1,Sunny,159,Barley,Chickpea,3.561961138427746
West,Clay,1828.2573867905232,32.18630694824999,1,Rainy,158,Rice,Lentil,7.6278725275894175
